"word-choice articles ",0.16235220016152016,0.27359849281075116,0.1680542713211043,0.20512528459445656,0.1908697511121678
"proverbs ",0.16235220016152016,0.27359849281075116,0.1680542713211043,0.20512528459445656,0.1908697511121678
"grammar ",0.16235220016152016,0.27359849281075116,0.1680542713211043,0.20512528459445656,0.1908697511121678
"foreign-words ",0.16235220016152016,0.27359849281075116,0.1680542713211043,0.20512528459445656,0.1908697511121678
"grammar auxiliary-verb ",0.16235220016152016,0.27359849281075116,0.1680542713211043,0.20512528459445656,0.1908697511121678
"pronouns ",0.16235220016152016,0.27359849281075116,0.1680542713211043,0.20512528459445656,0.1908697511121678
"word-choice ",0.16235220016152016,0.27359849281075116,0.1680542713211043,0.20512528459445656,0.1908697511121678
"articles foreign-words acronyms ",0.0020198363525876575,0.9909627823378085,0.0020907762634832998,0.002551979623599657,0.0023746254225206994
"word-choice ",0.16235220016152016,0.27359849281075116,0.1680542713211043,0.20512528459445656,0.1908697511121678
"capitalization ",0.16235220016152016,0.27359849281075116,0.1680542713211043,0.20512528459445656,0.1908697511121678
"pronouns ",0.16235220016152016,0.27359849281075116,0.1680542713211043,0.20512528459445656,0.1908697511121678
"spelling ",0.16235220016152016,0.27359849281075116,0.1680542713211043,0.20512528459445656,0.1908697511121678
"word-choice ",0.16235220016152016,0.27359849281075116,0.1680542713211043,0.20512528459445656,0.1908697511121678
"accents ",0.16235220016152016,0.27359849281075116,0.1680542713211043,0.20512528459445656,0.1908697511121678
"word-choice homograph ",0.16235220016152016,0.27359849281075116,0.1680542713211043,0.20512528459445656,0.1908697511121678
"word-choice grammar subjunctive ",0.9895787585564247,0.0034038601339714276,0.0020907762634832998,0.002551979623599657,0.0023746254225206994
"grammar verbs past-participle auxiliary-verb ",0.9947567635217476,0.001712583257756793,0.0010519317138860031,0.001283976839675264,0.0011947446669342899
"word-choice ",0.16235220016152016,0.27359849281075116,0.1680542713211043,0.20512528459445656,0.1908697511121678
"punctuation quotes ",0.16235220016152016,0.27359849281075116,0.1680542713211043,0.20512528459445656,0.1908697511121678
"grammar ",0.16235220016152016,0.27359849281075116,0.1680542713211043,0.20512528459445656,0.1908697511121678
"grammar ",0.16235220016152016,0.27359849281075116,0.1680542713211043,0.20512528459445656,0.1908697511121678
"grammar ",0.16235220016152016,0.27359849281075116,0.1680542713211043,0.20512528459445656,0.1908697511121678
"punctuation typography ",0.16235220016152016,0.27359849281075116,0.1680542713211043,0.20512528459445656,0.1908697511121678
"grammar ",0.16235220016152016,0.27359849281075116,0.1680542713211043,0.20512528459445656,0.1908697511121678
"foreign-words plural ",0.16235220016152016,0.27359849281075116,0.1680542713211043,0.20512528459445656,0.1908697511121678
"meaning ",0.16235220016152016,0.27359849281075116,0.1680542713211043,0.20512528459445656,0.1908697511121678
"grammar ",0.16235220016152016,0.27359849281075116,0.1680542713211043,0.20512528459445656,0.1908697511121678
"word-choice ",0.16235220016152016,0.27359849281075116,0.1680542713211043,0.20512528459445656,0.1908697511121678
"word-choice ",0.16235220016152016,0.27359849281075116,0.1680542713211043,0.20512528459445656,0.1908697511121678
"plural ",0.16235220016152016,0.27359849281075116,0.1680542713211043,0.20512528459445656,0.1908697511121678
"tenses usage ",0.16235220016152016,0.27359849281075116,0.1680542713211043,0.20512528459445656,0.1908697511121678
"tenses usage ",0.16235220016152016,0.27359849281075116,0.1680542713211043,0.20512528459445656,0.1908697511121678
"pronouns formal ",0.16235220016152016,0.27359849281075116,0.1680542713211043,0.20512528459445656,0.1908697511121678
"meaning proverbs idioms ",0.002019836352587658,0.0034038601339714284,0.9896496984673205,0.0025519796235996574,0.0023746254225207
